Damage_Status,OBJECTID,aadt_type,priority,sh_sa_ir,faadt,fedfunccls,fed_urbrur,capacity,jurisdictn,link_id,nhs_status,num_lanes,offic_mile,prim_bmp,prirtecode,prim_emp,prirtename,segment_id,speed_lim,speedsrc,st_urbrur,strtname,townname,towncode,cntyname,cnty_no,surfc_type,dot_region,dot_regi_1,Shape_Leng,x,y,Z_Min,Z_Max,Z_Mean,Min_Slope,Avg_Slope,Max_Slope,Damage_Status_y,Nearest_Gauge,Max_Height,Return_Period,Distance_to_Coast_m,Nearest_Wave_Gauge,Max_WVHT,Max_Dir,Avg_WVHT,Avg_Dir,Nearest_Wind_Gauge,Max_WSPD,Max_WSPD_Dir,Avg_WSPD,Avg_WSPD_Dir,Nearest_Precip_Gauge,Precipitation,Rel_Elev_Min,Rel_Elev_Mean,Rel_Elev_Max,Inundation_Duration_Min
No Damage,123191,E,4,SA-002,826,Major Collector,Rural,1800,State aid,3117879,Fed aid non-NHS,2,Y,0.33,500391,0.49,RD INV 05 00391,38047,30,Posted,Rural,HARPSWELL ISLANDS RD,Harpswell,5110,Cumberland,5,Flexible,1,Southern,105.9794078,-69.99716771,43.72649982,8.000000256,19.00000061,15.24870589,0,1.689862018,6.307827165,No Damage,Portland,2.83464,280.71,99.31565664,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Harpswell,4.5974,5.16536,12.4140654,16.16536,0
No Damage,138090,E,4,SA-002,1077,Major Collector,Rural,1800,State aid,3105747,Fed aid non-NHS,2,Y,0,500391,0.31,RD INV 05 00391,14042,30,Posted,Rural,HARPSWELL ISLANDS RD,Harpswell,5110,Cumberland,5,Flexible,1,Southern,210.2174135,-69.99525663,43.72982941,13.00000042,16.00000051,14.83731105,0,0.820854005,6.50744552,No Damage,Portland,2.83464,280.71,32.23342636,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Harpswell,4.5974,10.16536,12.00267057,13.16536,0
No Damage,133266,E,5,IR-0501361,36,Local,Rural,1000,Townway,186442,Non-fed aid non-NHS,2,Y,0,501361,0.11,RD INV 05 01361,53130,0,Unposted,Rural,STEAMBOAT WHARF LN,Harpswell,5110,Cumberland,5,Flexible,1,Southern,73.53956981,-69.9970301,43.72752374,4.000000128,14.00000045,9.845141939,0,1.718779195,6.598569876,No Damage,Portland,2.83464,280.71,60.3292543,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Harpswell,4.5974,1.16536,7.010501623,11.16536,0
Damage,200201,E,5,IR-0500325,48,Local,Rural,1000,Townway,5085130,Non-fed aid non-NHS,2,Y,0,500325,0.14,RD INV 05 00325,94211,0,Unposted,Rural,GRASSY RD,Harpswell,5110,Cumberland,5,Flexible,1,Southern,93.60800957,-69.98353826,43.75305325,20.00000064,26.00000083,22.5537953,0,1.217445508,6.536670937,Damage,Portland,2.83464,280.71,172.6067513,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Harpswell,4.5974,17.16536,19.71915458,23.16536,0
No Damage,27461,E,4,SA-002,2522,Major Collector,Rural,1800,State aid,3118970,Fed aid non-NHS,2,Y,1.6,0024X,1.72,ST RTE 24,29140,30,Posted,Rural,HARPSWELL ISLANDS RD,Harpswell,5110,Cumberland,5,Flexible,1,Southern,78.95266117,-69.98399792,43.75327441,20.00000064,28.0000009,24.28234706,0,1.454512848,6.221832199,No Damage,Portland,2.83464,280.71,129.0304766,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Harpswell,4.5974,17.16536,21.44770628,25.16536,0
No Damage,46470,E,4,SA-002,2314,Major Collector,Rural,1800,State aid,3106183,Fed aid non-NHS,2,Y,1.51,0024X,1.6,ST RTE 24,63526,30,Posted,Rural,HARPSWELL ISLANDS RD,Harpswell,5110,Cumberland,5,Flexible,1,Southern,59.15972788,-69.98462754,43.7518766,13.00000042,20.00000064,16.46114507,0,1.539306624,6.355141239,No Damage,Portland,2.83464,280.71,120.5802755,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Harpswell,4.5974,10.16536,13.62650454,17.16536,0
No Damage,97783,E,5,IR-0504223,71,Local,Rural,1000,Townway,190079,Non-fed aid non-NHS,2,Y,0,504223,0.03,RD INV 05 04223,94573,0,Unposted,Rural,LOWER GRASSY RD,Harpswell,5110,Cumberland,5,Gravel,1,Southern,22.937827,-69.98322238,43.75392449,26.00000083,28.0000009,27.33872378,0,1.354606569,6.292845636,No Damage,Portland,2.83464,280.71,151.3827983,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Harpswell,4.5974,23.16536,24.5040829,25.16536,0
No Damage,201268,A,4,SA-002,2266,Major Collector,Rural,1800,State aid,3942537,Fed aid non-NHS,2,Y,1.5,0024X,1.51,ST RTE 24,42671,30,Posted,Rural,HARPSWELL ISLANDS RD,Harpswell,5110,Cumberland,5,Flexible,1,Southern,6.609640993,-69.98526302,43.75136896,12.00000038,13.00000042,12.34925452,0,1.719870583,5.458495796,No Damage,Portland,2.83464,280.71,104.1762853,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Harpswell,4.5974,9.16536,9.51461412,10.16536,0
No Damage,200203,E,5,IR-0501355,48,Local,Rural,1000,Townway,5085132,Non-fed aid non-NHS,2,Y,0,501355,0.06,RD INV 05 01355,83416,0,Unposted,Rural,MERRITT HOUSE RD,Harpswell,5110,Cumberland,5,Flexible,1,Southern,38.20364916,-69.98570923,43.75156787,5.00000016,13.00000042,7.740160208,0,2.055203729,6.458902291,No Damage,Portland,2.83464,280.71,62.14914576,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Harpswell,4.5974,2.16536,4.905519959,10.16536,0
Damage,132538,E,5,IR-0501353,59,Local,Rural,1000,Townway,186461,Non-fed aid non-NHS,2,Y,0.01,501353,0.2,RD INV 05 01353,44259,25,Posted,Rural,LOWELLS COVE RD,Harpswell,5110,Cumberland,5,Flexible,1,Southern,126.8331775,-69.97544435,43.75990749,3.000000096,11.00000035,5.377749808,0,1.48758752,6.658563737,Damage,Portland,2.83464,280.71,12.56402653,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Harpswell,4.5974,0.16536,2.543109635,8.16536,0
No Damage,132539,E,5,IR-0501353,176,Local,Rural,1000,Townway,186462,Non-fed aid non-NHS,2,Y,0,501353,0.01,RD INV 05 01353,39399,25,Posted,Rural,LOWELLS COVE RD,Harpswell,5110,Cumberland,5,Flexible,1,Southern,8.454106185,-69.97665017,43.76059919,11.00000035,12.00000038,11.86002729,0,1.534661172,5.789979133,No Damage,Portland,2.83464,280.71,116.8646016,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Harpswell,4.5974,8.16536,9.02538691,9.16536,0
No Damage,200206,E,5,IR-0501367,117,Local,Rural,1000,Townway,5085134,Non-fed aid non-NHS,2,Y,0,501367,0.163,RD INV 05 01367,77544,0,Unposted,Rural,LITTLE ISLAND RD,Harpswell,5110,Cumberland,5,Flexible,1,Southern,108.1825477,-69.97708836,43.75944685,4.000000128,11.00000035,8.965241035,0,1.303926526,6.559159009,No Damage,Portland,2.83464,280.71,81.23659681,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Harpswell,4.5974,1.16536,6.130600747,8.16536,0
No Damage,132540,E,5,IR-0504227,39,Local,Rural,1000,Townway,186465,Non-fed aid non-NHS,2,Y,0,504227,0.13,RD INV 05 04227,68352,0,Unposted,Rural,LOWER RD,Harpswell,5110,Cumberland,5,Flexible,1,Southern,91.96615432,-69.97345134,43.75956887,5.00000016,6.004700192,5.209433087,0,0.812873552,6.051198366,No Damage,Portland,2.83464,280.71,3.968594209,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Harpswell,4.5974,2.16536,2.374792921,3.17006,0
No Damage,94273,E,4,SA-002,2414,Major Collector,Rural,1800,State aid,3123952,Fed aid non-NHS,2,Y,2.3,0024X,2.5,ST RTE 24,42008,30,Posted,Rural,HARPSWELL ISLANDS RD,Harpswell,5110,Cumberland,5,Flexible,1,Southern,136.4054334,-69.97591828,43.76198425,12.00000038,18.00000058,15.4176333,0,1.495737258,6.529900032,No Damage,Portland,2.83464,280.71,64.2237432,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Harpswell,4.5974,9.16536,12.58299281,15.16536,0
No Damage,132541,E,5,IR-0501353,146,Local,Rural,1000,Townway,186466,Non-fed aid non-NHS,2,Y,0.2,501353,0.27,RD INV 05 01353,5474,0,Unposted,Rural,LOWELLS COVE RD,Harpswell,5110,Cumberland,5,Flexible,1,Southern,45.23439904,-69.97348358,43.76074666,3.000000096,6.000000192,4.146207006,0,1.962530589,6.092024436,No Damage,Portland,2.83464,280.71,16.51360701,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Harpswell,4.5974,0.16536,1.311566873,3.16536,0
Damage,200205,E,5,IR-0501367,117,Local,Rural,1000,Townway,5085134,Non-fed aid non-NHS,2,Y,0.163,501367,0.22,RD INV 05 01367,17886,0,Unposted,Rural,LITTLE ISLAND RD,Harpswell,5110,Cumberland,5,Unimproved,1,Southern,37.82964322,-69.977333,43.75795755,3.000000096,4.000000128,3.324260887,0,1.113160093,5.753838153,Damage,Portland,2.83464,280.71,18.35501885,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Harpswell,4.5974,0.16536,0.48962078,1.16536,0
No Damage,200204,E,5,IR-0504225,39,Local,Rural,1000,Townway,5085133,Non-fed aid non-NHS,2,Y,0,504225,0.18,RD INV 05 04225,32322,0,Unposted,Rural,LEEMAN RD,Harpswell,5110,Cumberland,5,Flexible,1,Southern,121.2591674,-69.98037332,43.75692158,8.000000256,20.00000064,15.30549945,0,1.651356281,6.643056963,No Damage,Portland,2.83464,280.71,110.4688651,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Harpswell,4.5974,5.16536,12.47085896,17.16536,0
No Damage,94012,E,4,SA-002,2275,Major Collector,Rural,1800,State aid,3123951,Fed aid non-NHS,2,Y,2.03,0024X,2.3,ST RTE 24,34165,30,Posted,Rural,HARPSWELL ISLANDS RD,Harpswell,5110,Cumberland,5,Flexible,1,Southern,184.329117,-69.97894142,43.75949031,11.00000035,20.00000064,13.74146365,0,1.035944056,6.229377093,No Damage,Portland,2.83464,280.71,117.0794398,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Harpswell,4.5974,8.16536,10.90682321,17.16536,0
No Damage,93960,E,4,SA-002,2196,Major Collector,Rural,1800,State aid,3131587,Fed aid non-NHS,2,Y,2,0024X,2.03,ST RTE 24,86408,30,Posted,Rural,HARPSWELL ISLANDS RD,Harpswell,5110,Cumberland,5,Flexible,1,Southern,21.14124408,-69.98080169,43.75782254,20.00000064,21.00000067,20.38989354,0,1.044423684,5.650424257,No Damage,Portland,2.83464,280.71,126.5161824,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Harpswell,4.5974,17.16536,17.55525289,18.16536,0
No Damage,199973,E,5,IR-0501353,87,Local,Rural,1000,Townway,5085128,Non-fed aid non-NHS,2,Y,0.27,501353,0.51,RD INV 05 01353,64470,0,Unposted,Rural,LOWELLS COVE RD,Harpswell,5110,Cumberland,5,Flexible,1,Southern,163.7937828,-69.97302667,43.75877868,6.000000192,14.00000045,11.69175342,0,1.305925191,6.163122885,No Damage,Portland,2.83464,280.71,54.33953263,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Harpswell,4.5974,3.16536,8.85711304,11.16536,0
No Damage,93962,E,4,SA-002,2196,Major Collector,Rural,1800,State aid,3131587,Fed aid non-NHS,2,Y,1.97,0024X,2,ST RTE 24,94782,30,Posted,Rural,HARPSWELL ISLANDS RD,Harpswell,5110,Cumberland,5,Flexible,1,Southern,21.28989654,-69.98118901,43.75746803,21.00000067,22.0000007,21.24459541,0,0.960691257,5.713280856,No Damage,Portland,2.83464,280.71,116.1684719,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Harpswell,4.5974,18.16536,18.40995473,19.16536,0
Damage,116183,E,5,IR-0501458,108,Local,Rural,1000,Townway,5095366,Non-fed aid non-NHS,2,Y,0.4,501458,0.67,RD INV 05 01458,2818,0,Unposted,Rural,SAGE RD,Harpswell,5110,Cumberland,5,Unimproved,1,Southern,182.6492896,-69.90583603,43.80243279,7.987200256,13.00000042,9.902762013,0,1.09536777,6.559792972,Damage,Portland,2.83464,280.71,68.88367395,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Harpswell,4.5974,5.15256,7.068121696,10.16536,0
No Damage,116184,E,5,IR-0501458,108,Local,Rural,1000,Townway,5095366,Non-fed aid non-NHS,2,Y,0.39,501458,0.4,RD INV 05 01458,30124,0,Unposted,Rural,SAGE RD,Harpswell,5110,Cumberland,5,Gravel,1,Southern,6.788607848,-69.90806843,43.80331507,13.00000042,14.00000045,13.9107012,0,1.701519214,5.510909807,No Damage,Portland,2.83464,280.71,264.7928358,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Harpswell,4.5974,10.16536,11.07606075,11.16536,0
No Damage,132545,A,5,IR-0500397,150,Local,Rural,1000,Townway,186480,Non-fed aid non-NHS,2,Y,0.68,500397,0.91,RD INV 05 00397,40078,25,Posted,Rural,BETHEL POINT RD,Harpswell,5110,Cumberland,5,Flexible,1,Southern,159.2712807,-69.90479133,43.80101148,3.000000096,11.00000035,5.22248976,0,1.080120441,6.453701822,No Damage,Portland,2.83464,280.71,23.03157434,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Harpswell,4.5974,0.16536,2.387849594,8.16536,0
No Damage,116182,E,5,IR-0501458,108,Local,Rural,1000,Townway,5095364,Non-fed aid non-NHS,2,Y,0,501458,0.39,RD INV 05 01458,34637,0,Unposted,Rural,NATRIMAC POINT RD,Harpswell,5110,Cumberland,5,Gravel,1,Southern,267.2632498,-69.91185064,43.80338409,12.5393004,20.00000064,15.3268145,0,1.546488364,6.707249706,No Damage,Portland,2.83464,280.71,326.8398542,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Harpswell,4.5974,9.70466,12.49217401,17.16536,0
No Damage,132590,A,5,IR-0500397,270,Local,Rural,1000,Townway,186485,Non-fed aid non-NHS,2,Y,0.91,500397,1.63,RD INV 05 00397,62454,25,Posted,Rural,BETHEL POINT RD,Harpswell,5110,Cumberland,5,Flexible,1,Southern,486.1201653,-69.90046677,43.80667293,9.136500292,24.00000077,14.41730508,0,1.522753373,6.631382975,No Damage,Portland,2.83464,280.71,145.629644,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Harpswell,4.5974,6.30186,11.58266462,21.16536,0
No Damage,116181,E,5,IR-0500397,150,Local,Rural,1000,Townway,5095363,Non-fed aid non-NHS,2,Y,0,500397,0.68,RD INV 05 00397,87022,25,Posted,Rural,BETHEL POINT RD,Harpswell,5110,Cumberland,5,Flexible,1,Southern,464.6590449,-69.90923766,43.79534372,1.000000032,6.000000192,4.518720883,0,1.009809513,6.52577808,No Damage,Portland,2.83464,280.71,17.53049585,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Harpswell,4.5974,-1.83464,1.684080739,3.16536,600
Damage,162133,E,5,IR-3209258,79,Local,Urban,1000,Townway,193301,Non-fed aid non-NHS,2,Y,0,3209258,0.3,RD INV 3209258,7425,0,Unposted,Urban,SEASHORE AV,Portland,5170,Cumberland,5,Flexible,1,Southern,202.8502643,-70.18945735,43.65238577,3.000000096,7.000000224,4.460264559,0,0.991325577,6.479043543,Damage,Portland,2.83464,280.71,16.83699673,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Portland,7.2898,0.16536,1.625624416,4.16536,0
No Damage,60135,E,5,IR-0560919,34,Local,Urban,1000,Townway,5080794,Non-fed aid non-NHS,2,Y,0.19,560919,0.28,RD INV 05 60919,99846,0,Unposted,Urban,MAPLE ST,Portland,5170,Cumberland,5,Flexible,1,Southern,62.38260237,-70.19064469,43.65329864,7.000000224,12.00000038,9.843037723,0,1.301388321,6.111788969,No Damage,Portland,2.83464,280.71,97.96024687,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Portland,7.2898,4.16536,7.008397408,9.16536,0
No Damage,162132,E,5,IR-0560919,45,Local,Urban,1000,Townway,193298,Non-fed aid non-NHS,2,Y,0.12,560919,0.19,RD INV 05 60919,40764,0,Unposted,Urban,MAPLE ST,Portland,5170,Cumberland,5,Flexible,1,Southern,48.99864042,-70.1922006,43.653289,7.000000224,8.000000256,7.924944551,0,0.624131966,5.502832947,No Damage,Portland,2.83464,280.71,116.6762078,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Portland,7.2898,4.16536,5.090304297,5.16536,0
No Damage,60136,E,5,IR-0560934,34,Local,Urban,1000,Townway,5080795,Non-fed aid non-NHS,2,Y,0.07,560934,0.14,RD INV 05 60934,89748,0,Unposted,Urban,RYEFIELD ST 2,Portland,5170,Cumberland,5,Unimproved,1,Southern,46.75462678,-70.19262906,43.65286567,5.00000016,8.000000256,6.418338673,0,1.622495831,6.625972251,No Damage,Portland,2.83464,280.71,58.9760796,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Portland,7.2898,2.16536,3.583698468,5.16536,0
No Damage,12066,E,5,IR-0560934,57,Local,Urban,1000,Townway,193239,Non-fed aid non-NHS,2,Y,0,560934,0.07,RD INV 05 60934,62238,0,Unposted,Urban,RYEFIELD ST 2,Portland,5170,Cumberland,5,Flexible,1,Southern,51.13874403,-70.19317201,43.65364299,8.000000256,17.00000054,12.3208297,0,1.927861117,6.61189545,No Damage,Portland,2.83464,280.71,122.031287,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Portland,7.2898,5.16536,9.4861893,14.16536,0
No Damage,60133,E,5,IR-0560916,11,Local,Urban,1000,Townway,5080792,Non-fed aid non-NHS,2,Y,1.85,560916,1.89,RD INV 05 60916,28119,0,Unposted,Urban,ISLAND AV PI,Portland,5170,Cumberland,5,Flexible,1,Southern,29.69582486,-70.19297705,43.65425717,17.00000054,18.00000058,17.31816902,0,1.411205978,6.558268931,No Damage,Portland,2.83464,280.71,191.9203468,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Portland,7.2898,14.16536,14.48352846,15.16536,0
Damage,71045,E,5,IR-0563832,11,Local,Urban,1000,Townway,5095197,Non-fed aid non-NHS,2,Y,0.48,563832,0.58,RD INV 05 63832,55274,0,Unposted,Urban,UNNAMED 3832,Portland,5170,Cumberland,5,Unimproved,1,Southern,64.15340487,-70.20986652,43.66406186,1.000000032,15.00000048,8.709803884,0,2.229837485,6.681112575,No Damage,Portland,2.83464,280.71,40.6140493,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Portland,7.2898,-1.83464,5.875163607,12.16536,600
No Damage,60114,E,5,IR-0560916,125,Local,Urban,1000,Townway,5080775,Non-fed aid non-NHS,2,Y,0.73,560916,1.07,RD INV 05 60916,56619,0,Unposted,Urban,ISLAND AV PI,Portland,5170,Cumberland,5,Flexible,1,Southern,228.3017845,-70.19593308,43.6627267,9.000000288,16.00000051,11.95132484,0,0.96869065,6.409345352,No Damage,Portland,2.83464,280.71,96.82554689,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Portland,7.2898,6.16536,9.11668446,13.16536,0
No Damage,96793,E,5,IR-0563832,11,Local,Urban,1000,Townway,190902,Non-fed aid non-NHS,2,Y,0.43,563832,0.48,RD INV 05 63832,97954,0,Unposted,Urban,UNNAMED 3832,Portland,5170,Cumberland,5,Unimproved,1,Southern,33.68490165,-70.20895851,43.66474737,14.00000045,16.00000051,15.34134896,0,1.592791562,5.966749372,No Damage,Portland,2.83464,280.71,62.79189851,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Portland,7.2898,11.16536,12.50670847,13.16536,0
No Damage,71046,E,5,IR-0563832,11,Local,Urban,1000,Townway,5095198,Non-fed aid non-NHS,2,Y,0,563832,0.43,RD INV 05 63832,26906,0,Unposted,Urban,UNNAMED 3832,Portland,5170,Cumberland,5,Unimproved,1,Southern,289.462561,-70.20653956,43.66766651,2.000000064,15.00000048,9.050510496,0,1.637536599,6.546053156,No Damage,Portland,2.83464,280.71,101.323328,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Portland,7.2898,-0.83464,6.215870207,12.16536,228
No Damage,60115,E,5,IR-0560907,68,Local,Urban,1000,Townway,5080776,Non-fed aid non-NHS,2,Y,0,560907,0.16,RD INV 05 60907,26360,0,Unposted,Urban,CENTENNIAL ST,Portland,5170,Cumberland,5,Flexible,1,Southern,107.3888144,-70.19881854,43.66141433,2.000000064,13.00000042,7.410128393,0,1.441404124,6.580601816,No Damage,Portland,2.83464,280.71,80.72048853,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Portland,7.2898,-0.83464,4.575488155,10.16536,228
No Damage,60118,E,5,IR-0560916,125,Local,Urban,1000,Townway,5080779,Non-fed aid non-NHS,2,Y,1.14,560916,1.22,RD INV 05 60916,87050,0,Unposted,Urban,ISLAND AV PI,Portland,5170,Cumberland,5,Flexible,1,Southern,57.26036329,-70.19893675,43.65976453,13.00000042,15.00000048,14.29619548,0,0.904463357,6.687398629,No Damage,Portland,2.83464,280.71,47.35221279,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Portland,7.2898,10.16536,11.46155502,12.16536,0
Damage,92992,E,5,IR-0563901,91,Local,Rural,1000,Townway,183837,Non-fed aid non-NHS,2,Y,2.63,563901,2.83,RD INV 05 63901,85761,0,Unposted,Rural,JERRY POINT RD,Long Island,5125,Cumberland,5,Unimproved,1,Southern,135.762467,-70.1679312,43.68014908,4.000000128,9.000000288,5.400845855,0,1.001325949,6.388070536,Damage,Portland,2.83464,280.71,16.35064134,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Portland,7.2898,1.16536,2.566205683,6.16536,0
No Damage,86063,E,5,IR-0563901,45,Local,Rural,1000,Townway,3685389,Non-fed aid non-NHS,2,Y,2.83,563901,2.92,RD INV 05 63901,43656,0,Unposted,Rural,JERRY POINT RD,Long Island,5125,Cumberland,5,Unimproved,1,Southern,59.40914639,-70.16664577,43.6787605,9.000000288,15.00000048,12.11627271,0,1.455363205,6.342149476,No Damage,Portland,2.83464,280.71,108.1830925,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Portland,7.2898,6.16536,9.28163232,12.16536,0
No Damage,71047,E,5,IR-0563908,45,Local,Rural,1000,Townway,5095200,Non-fed aid non-NHS,2,Y,0,563908,0.1,RD INV 05 63908,73509,0,Unposted,Rural,SHIPWRECK RD,Long Island,5125,Cumberland,5,Gravel,1,Southern,69.82666672,-70.16552765,43.67966474,9.000000288,11.00000035,9.589276455,0,0.809083643,6.373238541,No Damage,Portland,2.83464,280.71,156.9718291,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Portland,7.2898,6.16536,6.754636149,8.16536,0
No Damage,156854,E,5,IR-0563927,34,Local,Rural,1000,Townway,5095204,Non-fed aid non-NHS,2,Y,0.06,563927,0.32,RD INV 05 63927,63519,0,Unposted,Rural,FOWLER RD,Long Island,5125,Cumberland,5,Flexible,1,Southern,177.4753361,-70.16687052,43.68287215,5.00000016,17.00000054,12.04434874,0,1.421793678,6.487039245,No Damage,Portland,2.83464,280.71,313.3140642,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Portland,7.2898,2.16536,9.20970836,14.16536,0
No Damage,92993,E,5,IR-0563922,11,Local,Rural,1000,Townway,183838,Non-fed aid non-NHS,2,Y,0,563922,0.04,RD INV 05 63922,81798,0,Unposted,Rural,FLOYD ST,Long Island,5125,Cumberland,5,Unimproved,1,Southern,27.98298716,-70.16936628,43.68436552,18.00000058,20.00000064,18.79245694,0,1.380150098,5.712529873,No Damage,Portland,2.83464,280.71,211.0114876,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Portland,7.2898,15.16536,15.95781634,17.16536,0
No Damage,156872,E,5,IR-0563910,113,Local,Rural,1000,Townway,5095219,Non-fed aid non-NHS,2,Y,0.38,563910,0.51,RD INV 05 63910,23298,0,Unposted,Rural,BEACH AV,Long Island,5125,Cumberland,5,Unimproved,1,Southern,85.87767398,-70.16308736,43.68344828,21.00000067,23.00000074,22.3509999,0,1.523628271,6.295072226,No Damage,Portland,2.83464,280.71,398.4144602,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Portland,7.2898,18.16536,19.51635918,20.16536,0
Damage,156855,E,5,IR-0563901,442,Local,Rural,1000,Townway,5095205,Non-fed aid non-NHS,2,Y,2.3,563901,2.63,RD INV 05 63901,97750,0,Unposted,Rural,ISLAND AV,Long Island,5125,Cumberland,5,Flexible,1,Southern,221.9440727,-70.1706957,43.68262395,4.000000128,21.00000067,12.23177958,0,1.311624194,6.632257949,Damage,Portland,2.83464,280.71,121.4288812,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Portland,7.2898,1.16536,9.39713919,18.16536,0
No Damage,97859,E,5,IR-0563910,284,Local,Rural,1000,Townway,190738,Non-fed aid non-NHS,2,Y,0,563910,0.17,RD INV 05 63910,83873,0,Unposted,Rural,BEACH AV,Long Island,5125,Cumberland,5,Flexible,1,Southern,119.1539021,-70.1673468,43.68766349,2.15673432,5.7912,5.076094465,0,1.332319805,6.328221203,No Damage,Portland,2.83464,280.71,172.8792419,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Portland,7.2898,4.24126,13.81921323,16.16536,198
No Damage,156852,E,5,IR-0563922,45,Local,Rural,1000,Townway,5095202,Non-fed aid non-NHS,2,Y,0.04,563922,0.11,RD INV 05 63922,39376,0,Unposted,Rural,FLOYD ST,Long Island,5125,Cumberland,5,Unimproved,1,Southern,44.44890728,-70.17036122,43.68464413,20.00000064,21.00000067,20.05203146,0,0.752526078,6.34303664,No Damage,Portland,2.83464,280.71,125.0496632,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Portland,7.2898,17.16536,17.21739082,18.16536,0
No Damage,97858,E,5,IR-0563901,522,Local,Rural,1000,Townway,190737,Non-fed aid non-NHS,2,Y,2,563901,2.26,RD INV 05 63901,86396,0,Unposted,Rural,ISLAND AV,Long Island,5125,Cumberland,5,Flexible,1,Southern,175.0785194,-70.16956244,43.68706103,7.000000224,21.00000067,15.27609052,0,1.378537267,6.60534894,No Damage,Portland,2.83464,280.71,96.8812869,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Portland,7.2898,4.16536,12.44145003,18.16536,0
No Damage,97523,E,5,IR-0563901,488,Local,Rural,1000,Townway,190736,Non-fed aid non-NHS,2,Y,2.26,563901,2.3,RD INV 05 63901,46023,0,Unposted,Rural,ISLAND AV,Long Island,5125,Cumberland,5,Flexible,1,Southern,30.18591636,-70.17076569,43.6851123,21.00000067,21.00000067,21.00000067,0,0,0,No Damage,Portland,2.83464,280.71,79.04978232,Portland,6.98,156,4.43,222.44,Portland,20.1,127,12.63,182.9,Portland,7.2898,18.16536,18.16536,18.16536,0
