Damage_Status,OBJECTID,aadt_type,priority,sh_sa_ir,faadt,fedfunccls,fed_urbrur,capacity,jurisdictn,link_id,nhs_status,num_lanes,offic_mile,prim_bmp,prirtecode,prim_emp,prirtename,segment_id,speed_lim,speedsrc,st_urbrur,strtname,townname,towncode,cntyname,cnty_no,surfc_type,dot_region,dot_regi_1,Shape_Leng,x,y,Z_Min,Z_Max,Z_Mean,Min_Slope,Avg_Slope,Max_Slope,Damage_Status_y,Nearest_Gauge,Max_Height,Return_Period,Distance_to_Coast_m,Nearest_Wave_Gauge,Max_WVHT,Max_Dir,Avg_WVHT,Avg_Dir,Nearest_Wind_Gauge,Max_WSPD,Max_WSPD_Dir,Avg_WSPD,Avg_WSPD_Dir,Nearest_Precip_Gauge,Precipitation,Rel_Elev_Min,Rel_Elev_Mean,Rel_Elev_Max,Inundation_Duration_Min
No Damage,54890,E,5,IR-0901254,32,Local,Rural,1000,Townway,5097364,Non-fed aid non-NHS,2,Y,0,901254,0.23,RD INV 09 01254,36113,0,Unposted,Rural,HONEY RD,Deer Isle,9110,Hancock,9,Unimproved,4,Eastern,154.0293659,-68.6940528,44.27947748,12.00000038,21.00000067,15.21161658,0,1.437139772,6.702268787,No Damage,Bar Harbor,3.096768,257.9,259.6299851,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Brooklin,3.3274,8.903232,12.11484809,17.903232,0
No Damage,75220,A,3,SH-0250,3220,Major Collector,Rural,1800,State hwy,3107571,Fed aid non-NHS,2,Y,10.58,0015X,10.92,ST RTE 15,21652,40,Posted,Rural,LITTLE DEER ISLE RD,Deer Isle,9110,Hancock,9,Flexible,4,Eastern,232.2972252,-68.69263672,44.28439047,2.4384,4.2672,3.265575658,0,1.481859351,6.145188262,No Damage,Bar Harbor,3.096768,257.9,232.6427576,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Brooklin,3.3274,4.903232,7.6170629,10.903232,186
No Damage,54874,E,5,IR-0900454,27,Local,Rural,1000,Townway,5097402,Non-fed aid non-NHS,2,Y,0,900454,0.2,RD INV 09 00454,21057,0,Unposted,Rural,EUGENE LN,Deer Isle,9110,Hancock,9,Flexible,4,Eastern,135.2672191,-68.7155111,44.27924174,7.000000224,14.00000045,10.63503803,0,1.51348278,6.658909299,No Damage,Bar Harbor,3.096768,257.9,73.47580468,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Brooklin,3.3274,3.903232,7.53826969,10.903232,0
No Damage,54962,E,5,IR-0900454,72,Local,Rural,1000,Townway,5097377,Non-fed aid non-NHS,2,Y,0.2,900454,0.32,RD INV 09 00454,89465,0,Unposted,Rural,BLASTOW COVE RD,Deer Isle,9110,Hancock,9,Flexible,4,Eastern,85.2773777,-68.71621237,44.28105391,13.00000042,15.00000048,14.257822,0,1.126438866,5.924340091,No Damage,Bar Harbor,3.096768,257.9,198.5976413,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Brooklin,3.3274,9.903232,11.16105355,11.903232,0
No Damage,19619,E,5,IR-0902836,18,Local,Rural,1000,Townway,5202815,Non-fed aid non-NHS,2,Y,0,902836,0.07,RD INV 09 02836,97143,0,Unposted,Rural,LOBSTER POOL LN,Deer Isle,9110,Hancock,9,Flexible,4,Eastern,48.73815776,-68.71735528,44.2803808,6.000000192,14.00000045,10.21588675,0,1.860594982,6.557332973,No Damage,Bar Harbor,3.096768,257.9,113.3840681,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Brooklin,3.3274,2.903232,7.11911842,10.903232,0
Damage,55714,E,5,IR-0901210,78,Local,Rural,1000,Townway,5097343,Non-fed aid non-NHS,2,Y,0,901210,0.29,RD INV 09 01210,16865,0,Unposted,Rural,SW HARBOR RD,Deer Isle,9110,Hancock,9,Flexible,4,Eastern,195.7073658,-68.70857414,44.20617671,1.982000063,28.0000009,13.90914663,0,1.781149587,6.681176223,Damage,Bar Harbor,3.096768,257.9,153.8606627,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Brooklin,3.3274,-1.114768,10.81237818,24.903232,312
No Damage,164013,E,4,SA-002,2096,Minor Collector,Rural,1600,State aid,3107399,Non-fed aid non-NHS,2,Y,3,900465,3.18,RD INV 09 00465,78377,0,Unposted,Rural,SUNSET RD,Deer Isle,9110,Hancock,9,Flexible,4,Eastern,119.6820036,-68.70359433,44.19065303,2.4384,5.1816,3.416134221,0,1.569230259,6.587983022,No Damage,Bar Harbor,3.096768,257.9,121.2027726,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Brooklin,3.3274,4.903232,8.11102144,13.903232,186
No Damage,55761,E,5,IR-0900468,183,Local,Rural,1000,Townway,5097345,Non-fed aid non-NHS,2,Y,0,900468,1.19,RD INV 09 00468,80748,0,Unposted,Rural,DUNHAM POINT RD,Deer Isle,9110,Hancock,9,Flexible,4,Eastern,811.5748641,-68.72168607,44.21531887,2.000000064,19.00000061,8.29895731,0,1.424640336,6.567770517,No Damage,Bar Harbor,3.096768,257.9,89.75796933,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Brooklin,3.3274,-1.096768,5.202189044,15.903232,306
No Damage,162367,E,4,SA-002,1274,Minor Collector,Rural,1600,State aid,198217,Non-fed aid non-NHS,2,Y,0.48,900465,0.58,RD INV 09 00465,47155,35,Posted,Rural,SUNSET RD,Deer Isle,9110,Hancock,9,Flexible,4,Eastern,68.87856934,-68.68732343,44.22095684,6.4008,7.3152,6.963916107,0,1.388153465,5.853127187,No Damage,Bar Harbor,3.096768,257.9,301.8506666,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Brooklin,3.3274,17.903232,19.75072579,20.903232,0
No Damage,40484,E,4,SA-002,1918,Minor Collector,Rural,1600,State aid,3119311,Non-fed aid non-NHS,2,Y,3.18,900465,3.92,RD INV 09 00465,72111,0,Unposted,Rural,SUNSET RD,Deer Isle,9110,Hancock,9,Flexible,4,Eastern,504.545584,-68.70166214,44.18486728,1.2192,8.8392,4.901034608,0,1.800882795,6.646017007,No Damage,Bar Harbor,3.096768,257.9,250.049958,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Brooklin,3.3274,0.903232,12.98274187,25.903232,564
No Damage,162365,E,5,IR-0900467,312,Local,Rural,1000,Townway,198213,Non-fed aid non-NHS,2,Y,0,900467,0.58,RD INV 09 00467,17271,0,Unposted,Rural,DUNHAM POINT RD,Deer Isle,9110,Hancock,9,Flexible,4,Eastern,394.6846461,-68.70892879,44.21005134,8.849300283,28.0000009,14.60900321,0,1.25960073,6.410245209,No Damage,Bar Harbor,3.096768,257.9,124.3982418,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Brooklin,3.3274,5.752532,11.51223474,24.903232,0
Damage,84543,E,5,IR-1303303,61,Local,Rural,1000,Townway,206919,Non-fed aid non-NHS,2,Y,0,1303303,0.04,RD INV 13 03303,26775,0,Unposted,Rural,HARBOR RD,Matinicus Isle Plt,13070,Knox,13,Unimproved,2,Mid-Coast,30.68704034,-68.88563579,43.86584324,3.000000096,5.00000016,4.182966459,0,1.137784818,5.921762871,Damage,Bar Harbor,3.096768,257.9,32.82812696,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Rockland,2.5654,-0.096768,1.086198327,1.903232,36
No Damage,72558,E,5,IR-1301628,81,Local,Rural,1000,Other,5099733,Non-fed aid non-NHS,2,Y,0,1301628,0.05,RD INV 13 01628,85589,0,Unposted,Rural,FERRY RD,Matinicus Isle Plt,13070,Knox,13,Gravel,2,Mid-Coast,31.08718208,-68.88517434,43.86553622,0,3.000000096,0.552893089,0,1.456719813,6.649625612,No Damage,Bar Harbor,3.096768,257.9,5.953658751,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Rockland,2.5654,-3.096768,-2.543874929,-0.096768,846
No Damage,72557,E,5,IR-1303303,61,Local,Rural,1000,Townway,5099732,Non-fed aid non-NHS,2,Y,0.04,1303303,0.12,RD INV 13 03303,46653,0,Unposted,Rural,HARBOR RD,Matinicus Isle Plt,13070,Knox,13,Unimproved,2,Mid-Coast,56.65352768,-68.8867193,43.86540432,5.00000016,12.00000038,9.070873643,0,1.744898568,6.352462344,No Damage,Bar Harbor,3.096768,257.9,75.08555951,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Rockland,2.5654,1.903232,5.974105352,8.903232,0
No Damage,72556,E,5,IR-1303303,51,Local,Rural,1000,Townway,5099731,Non-fed aid non-NHS,2,Y,0.12,1303303,0.26,RD INV 13 03303,41174,0,Unposted,Rural,HARBOR RD,Matinicus Isle Plt,13070,Knox,13,Unimproved,2,Mid-Coast,94.90451511,-68.88759432,43.86401018,6.000000192,12.00000038,8.743860946,0,1.290447565,6.075589457,No Damage,Bar Harbor,3.096768,257.9,194.6457234,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Rockland,2.5654,2.903232,5.647092667,8.903232,0
No Damage,193183,E,5,IR-3200842,10,Local,Rural,1000,Tnwy winter,2186056,Non-fed aid non-NHS,2,Y,0,3200842,0.09,RD INV 3200842,55552,0,Unposted,Rural,FLAKEYARD RD,Matinicus Isle Plt,13070,Knox,13,Gravel,2,Mid-Coast,60.70743007,-68.88521794,43.86340064,5.00000016,9.000000288,7.165730242,0,1.306346082,6.541805435,No Damage,Bar Harbor,3.096768,257.9,96.47610548,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Rockland,2.5654,1.903232,4.068962013,5.903232,0
No Damage,193182,E,5,IR-1303306,20,Local,Rural,1000,Townway,2163937,Non-fed aid non-NHS,2,Y,0.06,1303306,0.22,RD INV 13 03306,22696,0,Unposted,Rural,HARBOR POINT RD,Matinicus Isle Plt,13070,Knox,13,Unimproved,2,Mid-Coast,109.6245441,-68.88655289,43.86283285,6.000000192,9.000000288,7.312662084,0,1.214787587,6.480353306,No Damage,Bar Harbor,3.096768,257.9,59.38200018,Eastern Shelf,7.45,135.41,4.26,140.36,Penobscott Bay,21.42,297.8,13.1,301.07,Rockland,2.5654,2.903232,4.215893849,5.903232,0
Damage,39257,E,5,IR-1503607,20,Local,Rural,1000,Townway,5100102,Non-fed aid non-NHS,2,Y,0.2,1503607,0.3,RD INV 15 03607,29072,0,Unposted,Rural,LOBSTER COVE RD,Monhegan Island Plt,15100,Lincoln,15,Unimproved,2,Mid-Coast,66.56569092,-69.32037223,43.76164276,9.000000288,20.00000064,14.24611871,0,1.849757526,6.665374353,Damage,Portland,2.83464,280.71,161.398846,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Waldoboro,5.5118,6.16536,11.41147825,17.16536,0
No Damage,12452,E,5,IR-3201794,20,Local,Rural,1000,Townway,2749927,Non-fed aid non-NHS,2,Y,0,3201794,0.03,RD INV 3201794,97103,0,Unposted,Rural,CABOT LN,Monhegan Island Plt,15100,Lincoln,15,Flexible,2,Mid-Coast,18.59156196,-69.3205334,43.76096599,20.00000064,20.00000064,20.00000064,0,0,0,No Damage,Portland,2.83464,280.71,185.7105997,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Waldoboro,5.5118,17.16536,17.16536,17.16536,0
No Damage,17342,E,5,IR-1503609,20,Local,Rural,1000,Townway,5649216,Non-fed aid non-NHS,2,Y,0.17,1503609,0.23,RD INV 15 03609,81176,0,Unposted,Rural,HORNS HILL RD,Monhegan Island Plt,15100,Lincoln,15,Unimproved,2,Mid-Coast,41.88734638,-69.31980084,43.76224659,9.000000288,16.49910053,11.50916783,0,2.47854822,6.597159234,No Damage,Portland,2.83464,280.71,170.5423395,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Waldoboro,5.5118,6.16536,8.67452746,13.66446,0
No Damage,12211,E,5,IR-1503609,20,Local,Rural,1000,Townway,2749864,Non-fed aid non-NHS,2,Y,0.23,1503609,0.25,RD INV 15 03609,78090,0,Unposted,Rural,WHARTON AV,Monhegan Island Plt,15100,Lincoln,15,Unimproved,2,Mid-Coast,9.980224186,-69.32054353,43.76235788,9.000000288,9.000000288,9.000000288,0,0,0,No Damage,Portland,2.83464,280.71,116.7178038,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Waldoboro,5.5118,6.16536,6.16536,6.16536,0
No Damage,12212,E,5,IR-1503607,20,Local,Rural,1000,Townway,2749865,Non-fed aid non-NHS,2,Y,0.3,1503607,0.33,RD INV 15 03607,78911,0,Unposted,Rural,MONHEGAN AVE,Monhegan Island Plt,15100,Lincoln,15,Unimproved,2,Mid-Coast,18.51827139,-69.32045837,43.76254271,8.913300285,9.000000288,8.999434783,0,0.286792553,2.505950342,No Damage,Portland,2.83464,280.71,108.7273493,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Waldoboro,5.5118,6.07866,6.164794495,6.16536,0
No Damage,39256,E,5,IR-1503609,20,Local,Rural,1000,Townway,5100101,Non-fed aid non-NHS,2,Y,0.25,1503609,0.35,RD INV 15 03609,21849,0,Unposted,Rural,WHARTON AV,Monhegan Island Plt,15100,Lincoln,15,Unimproved,2,Mid-Coast,69.50295638,-69.32158402,43.76201124,6.000000192,10.11500032,7.964492528,0,1.486361139,6.546433698,No Damage,Portland,2.83464,280.71,55.76308487,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Waldoboro,5.5118,3.16536,5.129852272,7.28036,0
Damage,100010,E,5,IR-1503606,20,Local,Rural,1000,Townway,4603307,Non-fed aid non-NHS,2,Y,0,1503606,0.09,RD INV 15 03606,4737,0,Unposted,Rural,WHARF HILL RD,Monhegan Island Plt,15100,Lincoln,15,Unimproved,2,Mid-Coast,59.72190828,-69.32020573,43.7651066,6.000000192,12.00000038,9.686578998,0,1.853819521,6.617317949,Damage,Portland,2.83464,280.71,78.92330397,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Waldoboro,5.5118,3.16536,6.851938687,9.16536,0
No Damage,39261,E,5,IR-1503607,20,Local,Rural,1000,Townway,5100108,Non-fed aid non-NHS,2,Y,0.51,1503607,0.56,RD INV 15 03607,74354,0,Unposted,Rural,MONHEGAN AVE,Monhegan Island Plt,15100,Lincoln,15,Unimproved,2,Mid-Coast,33.54145354,-69.31902766,43.76542007,8.000000256,11.00000035,8.964502925,0,1.378785888,6.412454624,No Damage,Portland,2.83464,280.71,116.6345507,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Waldoboro,5.5118,5.16536,6.129862637,8.16536,0
No Damage,39259,E,5,IR-1503607,20,Local,Rural,1000,Townway,5100106,Non-fed aid non-NHS,2,Y,0.42,1503607,0.51,RD INV 15 03607,26576,0,Unposted,Rural,MONHEGAN AVE,Monhegan Island Plt,15100,Lincoln,15,Unimproved,2,Mid-Coast,63.35263455,-69.31979733,43.76456788,3.000000096,8.000000256,6.156455145,0,1.332186586,6.327588444,No Damage,Portland,2.83464,280.71,80.57170651,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Waldoboro,5.5118,0.16536,3.321814949,5.16536,0
No Damage,39262,E,5,IR-1503607,20,Local,Rural,1000,Townway,5100109,Non-fed aid non-NHS,2,Y,0.56,1503607,0.57,RD INV 15 03607,52872,0,Unposted,Rural,BLACK HEAD RD,Monhegan Island Plt,15100,Lincoln,15,Unimproved,2,Mid-Coast,7.239667274,-69.31854433,43.76566489,11.00000035,13.00000042,12.32851481,0,2.286647178,5.546635999,No Damage,Portland,2.83464,280.71,102.822889,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Waldoboro,5.5118,8.16536,9.49387442,10.16536,0
No Damage,12209,E,5,IR-3201790,20,Local,Rural,1000,Townway,2749842,Non-fed aid non-NHS,2,Y,0,3201790,0.01,RD INV 3201790,37900,0,Unposted,Rural,SWIM BEACH LN,Monhegan Island Plt,15100,Lincoln,15,Flexible,2,Mid-Coast,8.399225632,-69.32037791,43.76400325,2.220600071,3.000000096,2.95768724,0,1.299502779,4.621708813,No Damage,Portland,2.83464,280.71,25.19113388,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Waldoboro,5.5118,-0.61404,0.123047145,0.16536,192
No Damage,12210,E,5,IR-1503611,20,Local,Rural,1000,Townway,2749861,Non-fed aid non-NHS,2,Y,0,1503611,0.11,RD INV 15 03611,7000,0,Unposted,Rural,TRIBLER RD,Monhegan Island Plt,15100,Lincoln,15,Unimproved,2,Mid-Coast,74.01457348,-69.31831276,43.76496418,8.000000256,12.00000038,9.990905074,0,1.576427629,6.484140616,No Damage,Portland,2.83464,280.71,180.8917331,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Waldoboro,5.5118,5.16536,7.156264753,9.16536,0
Damage,159299,A,5,IR-1300467,470,Local,Rural,1000,Townway,5085380,Non-fed aid non-NHS,2,Y,0.27,1300467,0.8,RD INV 13 00467,40717,0,Unposted,Rural,MARSHALL POINT,Saint George,13120,Knox,13,Flexible,2,Mid-Coast,361.8682898,-69.25630383,43.92072683,4.000000128,14.00000045,7.834055326,0,1.356213109,6.613364215,Damage,Portland,2.83464,280.71,152.5316158,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Waldoboro,5.5118,1.16536,4.999415077,11.16536,0
No Damage,159300,E,5,IR-1300763,485,Local,Rural,1000,Townway,5085381,Non-fed aid non-NHS,2,Y,0,1300763,0.12,RD INV 13 00763,2829,20,Posted,Rural,FACTORY RD,Saint George,13120,Knox,13,Flexible,2,Mid-Coast,82.65724052,-69.25518365,43.92407493,14.00000045,17.00000054,16.01427069,0,0.994578227,6.214571321,No Damage,Portland,2.83464,280.71,148.0269208,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Waldoboro,5.5118,11.16536,13.17963018,14.16536,0
No Damage,159301,E,5,IR-1301512,19,Local,Rural,1000,Townway,5085382,Non-fed aid non-NHS,2,Y,0,1301512,0.11,RD INV 13 01512,8836,0,Unposted,Rural,BALL FIELD RD,Saint George,13120,Knox,13,Flexible,2,Mid-Coast,76.40156016,-69.25603805,43.92487371,16.00000051,19.00000061,17.64200288,0,1.452861257,6.43895603,No Damage,Portland,2.83464,280.71,141.3297921,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Waldoboro,5.5118,13.16536,14.80736232,16.16536,0
No Damage,84796,A,5,IR-1300763,290,Local,Rural,1000,Townway,207754,Non-fed aid non-NHS,2,Y,0.12,1300763,0.35,RD INV 13 00763,24034,20,Posted,Rural,FACTORY RD,Saint George,13120,Knox,13,Flexible,2,Mid-Coast,155.9184832,-69.25766088,43.92530997,3.000000096,16.00000051,7.095825378,0,1.538708734,6.620769114,No Damage,Portland,2.83464,280.71,14.81265012,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Waldoboro,5.5118,0.16536,4.26118515,13.16536,0
No Damage,84452,A,5,IR-1300467,560,Local,Rural,1000,Townway,207114,Non-fed aid non-NHS,2,Y,0,1300467,0.27,RD INV 13 00467,52711,0,Unposted,Rural,MARSHALL POINT,Saint George,13120,Knox,13,Flexible,2,Mid-Coast,182.3652481,-69.25352279,43.92588035,14.00000045,21.00000067,17.76485264,0,1.011979831,6.701889999,No Damage,Portland,2.83464,280.71,352.8927054,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Waldoboro,5.5118,11.16536,14.93021207,18.16536,0
No Damage,85153,E,5,IR-1300467,470,Local,Rural,1000,Other,208387,Non-fed aid non-NHS,2,Y,0.8,1300467,0.87,RD INV 13 00467,52365,0,Unposted,Rural,MARSHALL POINT,Saint George,13120,Knox,13,Flexible,2,Mid-Coast,46.67562838,-69.25964835,43.91788661,4.000000128,7.000000224,5.515554524,0,1.136689406,6.144459586,No Damage,Portland,2.83464,280.71,28.39779145,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Waldoboro,5.5118,1.16536,2.680914346,4.16536,0
Damage,193835,A,5,IR-1500461,280,Local,Rural,1000,Townway,2350359,Non-fed aid non-NHS,2,Y,1.51,1500461,1.85,RD INV 15 00461,835,0,Unposted,Rural,W SIDE RD,South Bristol,15140,Lincoln,15,Flexible,2,Mid-Coast,227.8442923,-69.56058446,43.85812553,2.000000064,18.00000058,8.142561406,0,1.610346831,6.573890055,Damage,Portland,2.83464,280.71,36.31921484,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Bath,6.0198,-0.83464,5.307921144,15.16536,228
No Damage,72474,E,5,IR-1501148,31,Local,Rural,1000,Townway,5100016,Non-fed aid non-NHS,2,Y,0,1501148,0.07,RD INV 15 01148,5090,0,Unposted,Rural,SEIDERS RD,South Bristol,15140,Lincoln,15,Flexible,2,Mid-Coast,46.15752403,-69.56247975,43.85573915,17.00000054,21.00000067,19.47273072,0,1.48171118,6.144573805,No Damage,Portland,2.83464,280.71,135.8832791,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Bath,6.0198,14.16536,16.6380901,18.16536,0
No Damage,84820,E,5,IR-1500461,165,Local,Rural,1000,Townway,209911,Non-fed aid non-NHS,2,Y,1.42,1500461,1.51,RD INV 15 00461,100495,0,Unposted,Rural,W SIDE RD,South Bristol,15140,Lincoln,15,Flexible,2,Mid-Coast,63.79199589,-69.56306426,43.85606487,8.000000256,17.00000054,12.92035612,0,1.672362953,6.616565003,No Damage,Portland,2.83464,280.71,79.62127577,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Bath,6.0198,5.16536,10.08571571,14.16536,0
No Damage,84819,E,5,IR-1500461,145,Local,Rural,1000,Townway,209910,Non-fed aid non-NHS,2,Y,1.39,1500461,1.42,RD INV 15 00461,49197,0,Unposted,Rural,W SIDE RD,South Bristol,15140,Lincoln,15,Flexible,2,Mid-Coast,20.5035312,-69.56306264,43.85519025,15.00000048,17.00000054,15.94104281,0,1.433278983,6.481400196,No Damage,Portland,2.83464,280.71,154.1100057,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Bath,6.0198,12.16536,13.1064023,14.16536,0
No Damage,84872,E,5,IR-1500788,62,Local,Rural,1000,Townway,209923,Non-fed aid non-NHS,2,Y,0,1500788,0.19,RD INV 15 00788,14216,0,Unposted,Rural,LOOP RD,South Bristol,15140,Lincoln,15,Flexible,2,Mid-Coast,129.3857553,-69.56421504,43.85587021,4.955900159,15.00000048,9.64148209,0,1.478151917,6.700366145,No Damage,Portland,2.83464,280.71,82.39192988,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Bath,6.0198,2.12126,6.806841783,12.16536,0
No Damage,112375,E,4,SA-001,772,Minor Collector,Rural,1600,State aid,3109321,Non-fed aid non-NHS,2,Y,13.2,0129X,13.32,ST RTE 129,7685,25,Posted,Rural,STATE ROUTE 129,South Bristol,15140,Lincoln,15,Flexible,2,Mid-Coast,83.34897924,-69.55718245,43.85920615,18.00000058,29.00000093,23.13985076,0,1.800702725,6.645352472,No Damage,Portland,2.83464,280.71,212.7377332,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Bath,6.0198,15.16536,20.30521002,26.16536,0
Damage,193834,E,5,IR-1500684,143,Local,Rural,1000,Townway,2350338,Non-fed aid non-NHS,2,Y,0.18,1500684,0.41,RD INV 15 00684,5392,0,Unposted,Rural,SHIPYARD RD,South Bristol,15140,Lincoln,15,Flexible,2,Mid-Coast,154.7196707,-69.56103801,43.86351435,3.000000096,10.00000032,5.617087532,0,1.507719795,6.642375282,Damage,Portland,2.83464,280.71,75.76007428,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Bath,6.0198,0.16536,2.782447354,7.16536,0
No Damage,99376,E,5,IR-3201049,71,Local,Rural,1000,Townway,5085317,Non-fed aid non-NHS,2,Y,0,3201049,0.31,RD INV 3201049,29695,0,Unposted,Rural,BURMA RD,South Bristol,15140,Lincoln,15,Flexible,2,Mid-Coast,213.030672,-69.56404594,43.8645182,6.000000192,23.00000074,16.98569101,0,1.752258475,6.626618393,No Damage,Portland,2.83464,280.71,104.0798886,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Bath,6.0198,3.16536,14.15105047,20.16536,0
No Damage,193447,E,5,IR-1500684,37,Local,Rural,1000,Townway,2350337,Non-fed aid non-NHS,2,Y,0.05,1500684,0.18,RD INV 15 00684,49025,0,Unposted,Rural,SHIPYARD RD,South Bristol,15140,Lincoln,15,Flexible,2,Mid-Coast,87.72499345,-69.56339476,43.86220836,5.00000016,7.000000224,5.692643302,0,1.252619182,6.43077404,No Damage,Portland,2.83464,280.71,13.39383133,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Bath,6.0198,2.16536,2.858003119,4.16536,0
No Damage,193446,E,5,IR-1500684,37,Local,Rural,1000,Townway,2350337,Non-fed aid non-NHS,2,Y,0,1500684,0.05,RD INV 15 00684,23453,0,Unposted,Rural,SHIPYARD RD,South Bristol,15140,Lincoln,15,Unimproved,2,Mid-Coast,33.52196651,-69.56462742,43.86312419,4.969900159,6.000000192,5.482317164,0,1.117996387,5.992908033,No Damage,Portland,2.83464,280.71,13.90588044,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Bath,6.0198,2.13526,2.647676987,3.16536,0
No Damage,84818,E,5,IR-1500684,90,Local,Rural,1000,Townway,209905,Non-fed aid non-NHS,2,Y,0.41,1500684,0.44,RD INV 15 00684,42599,0,Unposted,Rural,THOMPSON INN RD,South Bristol,15140,Lincoln,15,Flexible,2,Mid-Coast,23.24134105,-69.55859236,43.86386442,10.00000032,14.00000045,12.0782719,0,1.883196052,6.512172135,No Damage,Portland,2.83464,280.71,85.444322,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Bath,6.0198,7.16536,9.24363151,11.16536,0
No Damage,201224,A,4,SA-001,1201,Major Collector,Rural,1800,State aid,3942581,Fed aid non-NHS,2,Y,12.89,0129X,12.99,ST RTE 129,63641,25,Posted,Rural,STATE ROUTE 129,South Bristol,15140,Lincoln,15,Flexible,2,Mid-Coast,68.42115363,-69.55849178,43.8632773,3.000000096,10.00000032,6.326222266,0,1.433096601,6.233124037,No Damage,Portland,2.83464,280.71,23.00663723,Portland,6.98,156,4.43,222.44,Penobscott Bay,21.42,297.8,13.1,301.07,Bath,6.0198,0.16536,3.491582063,7.16536,0
